"","persnr","vp12501","vp12502","vp12503","vp12504","vp12505","vp12506","vp12507","vp12508","vp12509","vp12510","vp12511","vp12512","vp12513","vp12514","vp12515","vp12601","vp12602","vp12603","vp12604","vp12605","vp12606","vp12707","vp12704","vp12702","vp12701","vp12703","vp12710","vp12706","vp12708","vp12709","vp12705","vp13602","vp13601","vp148","vp10","vp5001","vp07","vp41","vp40","vp4301","vp5501","vp5502","vp9501","vp06","vp38","vp4304","vp2302","vp2303","vp2304","vp2305","vp2306","vp2307","vp2308","vp2309","vp2310","vp2311","vp13","vp11","vp17","vp14","vp12","vp100a03","vp100b03","vp100c03","vp100a01","vp100h03","vp100k03","vp100l03","vp8001","vp67"
"2113",224401,7,3,2,2,6,5,2,2,1,3,7,5,6,2,4,7,3,2,6,1,7,2,2,6,5,1,1,7,5,6,5,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2114",224402,7,7,2,5,3,6,1,6,2,3,6,4,7,3,4,7,3,1,7,2,7,2,2,6,7,3,1,7,5,6,3,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2115",224901,7,6,7,5,5,7,2,4,4,3,5,6,6,5,5,7,2,2,6,3,4,3,2,5,6,6,3,7,4,4,4,-2,2,1,5,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-2,1,-2,-2,-2,-2,-2
"2116",224902,7,3,2,4,5,5,3,4,3,5,4,5,4,4,3,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,-2,2,1,2,2,2,2,2,1,5,5,-2,3,-2,-2,60,30,10,30,60,-1,30,60,20,50,-2,-2,-2,-2,-2,400,-2,-2,1,-2,-2,-2,-2,1
"2117",225301,7,7,4,6,5,4,5,6,6,5,7,4,6,7,5,7,3,3,7,3,7,1,5,1,7,3,3,7,3,4,3,-2,2,1,1,10,2,2,2,4,2,2,-2,3,-2,-2,20,20,0,0,0,0,0,0,30,20,-2,-2,-2,-2,-2,3600,-2,-2,1,-2,-2,-2,-2,1
"2118",225302,7,4,4,6,3,6,4,7,7,5,6,5,6,7,5,7,4,2,6,3,6,3,3,5,7,5,6,5,6,5,3,-2,2,1,1,1,2,2,2,2,1,1,-2,3,-2,-2,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,2300,-2,-2,1,-2,-2,-2,-2,1
"2119",225303,5,5,3,6,2,5,5,6,5,2,6,3,6,6,5,7,2,2,7,2,6,3,5,2,6,3,3,6,3,6,4,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,9,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,2,3,3,1200,-2,-2,1,-2,500,-2,-2,-2
"2120",225304,5,5,2,5,2,6,3,6,3,3,5,3,5,6,5,6,2,1,5,2,6,3,5,2,6,3,3,4,5,5,2,-2,2,3,1,11,2,2,2,3,1,1,-2,3,-2,-2,50,60,10,30,0,20,0,40,70,70,-2,-2,-2,-2,-2,3600,-2,-2,1,-2,-2,-2,-2,1
"2121",225401,7,7,3,5,7,7,1,5,5,2,7,4,7,7,7,7,1,1,7,1,7,1,5,7,5,7,4,7,4,7,5,-2,2,1,1,3,2,2,2,2,-1,-1,-2,3,-2,-2,50,50,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1920,-2,-2,1,-2,-2,-2,-2,1
"2122",225402,7,5,2,5,5,3,1,4,4,2,6,5,6,5,7,7,4,3,7,3,7,3,1,2,7,5,4,7,6,5,4,-2,2,1,2,2,2,2,2,1,1,1,-2,3,-2,-2,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,615,-2,-2,1,-2,-2,-2,-2,2
"2123",225404,7,7,4,6,6,6,2,7,6,4,7,1,6,6,4,7,3,3,7,3,7,2,2,3,6,6,2,7,3,4,2,-2,2,3,1,20,2,1,2,3,3,4,2,3,6,-2,20,40,0,0,0,0,0,0,0,20,-2,-2,-2,-2,-2,3000,-2,-2,1,-2,-2,-2,-2,1
"2124",225601,7,5,1,5,7,7,1,5,2,6,7,4,6,5,7,7,1,1,7,1,7,2,7,2,7,5,1,7,6,7,4,-2,2,2,1,12,2,2,2,2,4,-1,-2,3,-2,-2,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,3100,-2,-2,1,-2,-2,-2,-2,2
"2125",225604,7,7,1,5,6,7,1,7,4,6,7,3,7,7,7,7,1,1,7,3,7,5,7,2,7,4,1,7,7,7,1,-2,2,3,1,12,2,2,2,3,4,4,-2,3,-2,-2,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,2200,-2,-2,1,-2,-2,-2,-2,1
"2126",226701,7,3,3,4,5,7,2,2,2,2,5,5,4,3,6,7,5,4,6,6,5,3,2,4,4,5,6,4,5,3,5,-2,2,1,1,2,2,2,2,3,1,1,-2,3,-2,-2,50,0,0,0,30,20,20,0,0,20,-2,-2,-2,-2,-2,2260,-2,-2,1,-2,-2,-2,-2,2
"2127",226702,2,1,1,3,3,3,2,1,1,6,5,2,6,7,4,7,4,4,6,3,4,5,1,1,7,3,1,7,7,5,1,-2,2,1,1,1,2,2,2,1,1,1,-2,3,-2,-2,30,0,0,0,0,10,0,0,0,0,-2,-2,-2,-2,-2,1700,-2,-2,1,-2,-2,-2,-2,2
"2128",226703,5,7,2,6,7,4,5,2,1,3,6,4,6,5,1,5,1,3,1,1,4,6,1,7,5,3,6,4,5,5,2,-2,2,3,2,2,2,2,2,-2,1,1,-2,3,-2,4,80,10,0,0,0,0,0,40,100,0,-2,-2,-2,-2,-2,2680,-2,-2,1,-2,-2,-2,-2,1
"2129",226704,6,7,2,6,7,5,6,7,7,7,6,1,6,7,2,4,1,1,7,5,5,2,1,2,6,1,2,7,6,5,3,-2,2,4,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,2,2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2
"2130",227202,7,7,1,7,3,7,1,7,7,1,7,1,7,7,7,7,1,1,6,1,4,1,5,1,7,2,1,7,4,6,1,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2131",227301,5,2,2,3,3,5,4,5,5,2,5,3,4,6,5,7,3,3,6,2,6,5,1,2,6,3,2,6,2,6,1,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"2132",227302,4,6,2,4,4,4,2,4,4,4,4,2,4,4,4,7,3,2,7,2,6,3,5,1,6,6,2,4,4,5,2,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2133",227603,7,6,2,5,7,2,7,4,7,4,6,4,6,7,3,7,3,3,7,2,7,7,4,5,5,3,2,6,5,3,3,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,2,1,1,3300,-2,-2,1,808,-2,-2,-2,-2
"2134",227901,5,6,1,1,5,5,1,4,6,6,7,6,5,5,6,7,1,1,7,4,5,1,4,5,7,7,1,7,7,5,6,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2135",227902,6,6,1,4,6,7,1,6,6,7,7,7,7,7,3,7,1,1,7,2,7,5,6,5,7,2,5,7,5,2,3,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2136",228001,5,5,1,3,7,4,3,6,2,6,4,4,5,5,2,7,6,4,2,3,3,6,3,4,6,6,1,7,5,5,2,-2,2,1,1,8,2,2,2,-2,5,1,2,3,6,4,90,0,20,20,20,90,20,30,0,0,-2,-2,-2,-2,-2,6500,-2,-2,1,1800,-2,-2,-2,1
"2137",228002,7,5,2,4,6,6,4,5,6,7,5,6,6,4,1,7,2,3,6,3,5,6,2,5,6,4,4,7,5,5,5,-2,2,1,2,11,2,2,2,-2,1,1,-2,3,-2,4,70,0,0,30,30,0,30,0,10,0,-2,-2,-2,-2,-2,1657,-2,-2,1,-2,-2,-2,-2,1
"2138",228003,7,4,3,3,6,6,3,3,1,4,6,4,4,3,3,7,2,2,3,3,5,6,2,2,6,3,3,6,4,3,2,-2,2,3,1,30,2,2,2,-2,1,1,-2,3,-2,4,40,30,0,10,10,20,0,40,80,40,-2,-2,-2,-2,-2,2575,-2,-2,1,-2,-2,-2,-2,1
"2139",228201,6,3,2,4,2,3,6,3,5,3,6,5,4,4,6,7,5,3,7,6,7,2,6,2,5,6,2,4,6,5,2,35,1,3,1,8,2,2,2,-2,5,5,-2,3,-2,4,20,0,0,0,0,0,0,0,100,0,-2,-2,-2,-2,-2,4200,-2,-2,1,-2,-2,-2,-2,2
"2140",228202,7,5,1,4,4,5,1,5,5,1,7,4,6,6,6,7,2,1,5,1,6,2,5,2,6,4,2,7,6,6,1,-2,2,3,1,2,2,2,2,-2,1,-1,-2,3,-2,4,50,10,0,0,0,30,0,0,90,70,-2,-2,-2,-2,-2,3319,-2,-2,1,-2,-2,-2,-2,1
"2141",228301,6,5,1,4,5,5,1,5,2,5,6,4,5,1,4,5,2,1,5,4,4,2,1,1,6,2,2,4,4,6,1,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2142",228302,7,7,7,6,2,1,7,7,7,1,7,7,7,7,7,7,7,4,7,7,7,1,7,1,7,1,1,7,5,1,1,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2143",228303,4,7,5,6,5,5,3,5,2,3,5,3,4,4,5,7,6,6,6,3,4,3,3,3,5,3,3,6,3,5,3,-2,2,3,1,25,2,2,2,-2,4,4,-2,3,-2,5,50,10,50,0,0,0,0,0,50,100,-2,-2,-2,-2,-2,-1,-2,-2,1,-2,-2,-2,-2,1
"2144",228304,7,7,2,3,4,2,2,7,2,2,6,2,6,2,4,7,5,2,6,2,5,5,4,1,6,1,2,6,5,4,2,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2
"2145",228401,7,6,5,6,6,4,1,7,4,2,7,1,6,7,4,6,1,5,-1,3,-1,1,1,1,7,5,1,7,5,6,1,-2,2,1,1,1,2,2,2,-2,5,5,-2,3,-2,4,0,0,0,0,0,0,0,0,100,90,-2,-2,-2,-2,-2,5500,-2,-2,1,-2,-2,-2,-2,1
"2146",228402,6,6,2,6,7,7,5,6,7,2,6,2,6,5,4,6,5,1,5,2,6,2,2,5,7,5,2,6,5,5,4,-2,2,1,9,-2,1,-2,-2,-2,-2,-2,30,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-1,-2,-2,1,714,-2,-2,-2,-2
"2147",228403,6,5,2,4,6,6,2,6,2,5,6,5,6,6,5,7,5,4,6,5,6,5,7,5,7,7,3,6,7,6,5,-2,2,3,1,6,2,2,2,-2,1,1,-2,3,-2,4,0,20,0,0,0,0,0,0,50,0,-2,-2,-2,-2,-2,3100,-2,-2,1,-2,-2,-2,-2,2
"2148",228404,6,7,3,6,4,6,5,7,6,2,6,1,6,7,7,7,7,1,7,1,7,1,1,1,7,7,1,7,7,4,1,-2,2,3,9,-2,1,-2,-2,-2,-2,-2,0,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,1,1,2,2600,-2,-2,1,612,-2,-2,-2,-2
"2149",228902,7,7,1,3,5,7,1,7,2,1,6,6,7,7,7,7,1,1,7,1,2,1,1,1,7,5,1,5,4,7,1,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2150",229402,7,7,1,5,6,7,1,5,4,5,7,4,7,7,5,6,5,1,7,1,7,5,3,1,7,4,1,7,3,5,1,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2151",230404,6,2,1,4,3,6,2,4,4,3,6,5,6,4,5,7,4,4,4,2,5,2,3,2,6,1,2,6,2,5,1,-2,2,1,1,15,2,2,2,-2,2,2,-2,3,-2,-2,0,0,0,0,0,0,0,80,80,0,-2,-2,-2,-2,-2,-1,-2,-2,1,-2,-2,-2,-2,1
"2152",230601,7,5,4,1,5,7,1,5,1,6,5,3,6,4,5,7,7,5,7,1,7,3,1,1,6,6,2,7,7,5,1,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2153",230602,6,6,5,5,5,6,1,7,6,2,7,5,7,4,4,7,7,7,7,1,7,5,1,6,6,7,6,7,5,6,7,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2154",230603,6,5,2,3,4,6,3,2,2,1,6,2,7,2,5,7,6,3,7,2,7,4,1,6,7,2,2,7,2,4,3,-2,2,4,1,35,2,2,2,-2,1,1,-2,3,-2,4,50,0,0,20,0,0,0,20,80,50,-2,-2,-2,-2,-2,3200,-2,-2,1,-2,-2,-2,-2,1
"2155",230702,5,4,1,1,7,7,1,5,6,7,7,7,7,5,5,7,1,1,5,5,5,1,6,1,7,7,2,7,2,7,1,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2156",231102,7,7,1,4,4,7,1,7,7,5,7,2,7,6,4,7,3,1,7,5,7,3,3,7,5,5,5,7,6,6,1,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2157",231305,5,6,3,4,6,5,3,5,5,5,4,4,6,5,3,5,1,2,4,3,5,6,4,3,7,4,3,6,6,5,3,-2,2,3,2,14,2,2,2,-2,1,1,-2,3,-2,3,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1200,-2,300,1,-2,-2,-2,-2,2
"2158",231306,6,5,5,4,2,3,4,4,2,3,4,3,6,5,4,7,7,5,5,7,4,2,4,5,7,4,5,3,4,3,3,-2,2,3,1,20,2,2,2,3,5,2,-2,3,-2,-2,40,50,40,20,40,30,0,10,100,40,-2,-2,-2,-2,-2,600,-2,-2,1,-2,-2,-2,-2,1
"2159",231307,6,5,4,4,5,6,3,5,5,5,5,4,6,4,5,6,4,4,4,3,4,6,4,3,5,3,2,6,6,5,5,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2
"2160",231601,7,2,2,2,6,7,1,2,6,7,7,7,7,7,3,7,1,1,7,1,7,4,5,4,7,5,4,7,6,7,3,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2161",231602,5,5,1,4,4,7,1,6,5,5,5,1,7,7,6,7,1,1,7,1,7,3,7,1,3,3,1,7,7,7,7,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2162",231901,6,5,5,7,3,6,5,5,5,3,6,5,6,7,6,6,3,3,6,3,6,3,5,1,6,3,2,6,3,5,5,-2,2,1,1,8,2,2,2,-2,1,1,-2,3,-2,-2,0,0,0,0,0,0,100,0,0,0,-2,-2,-2,-2,-2,5025,-2,400,1,-2,-2,-2,-2,1
"2163",231902,5,7,1,5,3,6,3,4,5,1,5,2,6,6,5,6,1,1,4,1,7,3,5,1,6,2,2,2,3,1,2,-2,2,1,1,10,2,2,2,-2,1,1,-2,3,-2,-2,-1,0,10,0,-1,50,100,100,20,0,-2,-2,-2,-2,-2,2200,-2,1140,1,-2,-2,-2,-2,2
"2164",231905,3,3,6,3,6,6,6,5,6,6,3,5,6,6,2,6,2,2,6,2,6,6,5,2,5,4,4,3,5,3,3,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,2,2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2
"2165",232101,7,7,5,7,4,5,3,7,1,1,7,1,6,7,5,7,4,1,7,4,7,1,5,1,7,1,1,7,4,7,4,-2,2,4,1,9,2,2,2,-2,5,1,-2,3,-2,5,0,40,0,0,0,0,0,0,60,0,-2,-2,-2,-2,-2,6500,-2,-2,1,-2,-2,-2,-2,1
"2166",232102,6,6,2,5,4,6,1,6,4,2,5,3,6,6,5,7,2,2,6,2,6,2,2,1,6,4,2,7,4,6,2,-2,2,2,1,12,2,2,2,-2,5,1,-2,3,-2,4,20,20,20,10,0,10,0,10,80,10,-2,-2,-2,-2,-2,4100,-2,-2,1,-2,-2,-2,-2,1
"2167",232305,7,6,3,7,3,5,1,5,4,2,7,3,6,6,6,7,5,5,7,3,7,1,5,1,6,2,2,7,3,2,5,-2,-2,1,1,17,2,2,2,-2,2,5,-2,3,4,6,0,0,0,0,0,0,0,0,60,50,-2,-2,-2,-2,-2,4000,-2,-2,1,-2,-2,-2,-2,1
"2168",232701,7,6,1,6,7,7,1,7,4,4,7,5,6,6,5,7,1,1,5,1,4,5,4,6,5,7,5,6,4,5,3,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2169",232703,7,7,1,7,7,5,1,7,1,7,7,1,7,7,5,7,1,1,7,1,4,3,1,3,7,7,3,7,4,7,1,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2170",232902,6,5,3,2,6,6,1,4,1,5,5,6,7,3,4,6,1,1,5,5,4,5,1,5,4,3,5,5,6,3,4,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2171",233002,6,6,3,2,6,5,1,6,3,3,4,4,6,3,4,7,7,5,6,7,4,5,1,1,4,6,4,7,6,4,4,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"2172",233003,5,6,4,3,2,6,1,5,3,2,5,5,6,2,2,7,5,2,5,4,4,2,1,1,5,2,1,6,3,5,2,-2,2,1,2,-2,2,2,2,-2,2,1,-2,3,-2,2,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1200,-2,-2,1,-2,-2,-2,-2,1
"2173",233004,7,5,2,3,2,6,2,4,6,3,7,5,6,4,6,7,4,3,7,4,4,3,3,5,6,2,1,7,4,6,2,-2,2,3,1,4,2,2,2,3,4,1,-2,3,2,-2,50,0,0,0,0,0,0,0,60,0,-2,-2,-2,-2,-2,2400,-2,-2,1,1400,-2,-2,-2,1
"2174",233201,6,6,2,5,2,7,4,6,7,6,6,4,7,7,6,7,1,1,6,2,6,2,2,1,5,4,6,6,4,4,1,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2175",233202,7,4,5,7,6,7,1,5,7,7,-1,6,6,7,3,7,5,5,7,6,7,2,1,6,6,2,4,7,5,6,3,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2176",233302,5,2,1,1,5,7,1,3,5,6,3,7,7,1,2,7,1,1,6,1,4,5,5,4,4,5,4,7,1,5,5,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2177",233601,6,3,2,2,4,7,5,3,2,5,6,6,6,3,3,6,2,2,4,2,5,6,2,1,5,3,2,6,5,4,1,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,3900,-2,-2,1,-2,-2,-2,1,-2
"2178",233602,5,5,2,3,3,6,2,4,5,3,4,5,6,4,6,6,2,2,5,1,5,3,1,2,6,3,2,6,6,4,1,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,1100,-2,-2,1,-2,-2,-2,-2,-2
"2179",233604,6,6,5,4,4,6,3,5,4,3,6,4,6,4,5,6,2,2,6,4,5,2,2,1,6,3,2,6,5,3,1,-2,2,1,2,-2,2,2,2,-2,3,3,-2,3,-2,4,0,0,0,100,0,0,0,100,70,0,-2,-2,-2,-2,-2,1000,-2,-2,1,-2,-2,-2,-2,1
"2180",234201,6,5,4,7,3,6,3,5,7,4,5,3,6,7,5,7,4,4,6,6,4,3,6,6,7,4,3,5,2,7,2,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2181",234203,6,7,1,6,5,6,3,7,7,5,4,3,6,7,4,7,2,1,1,1,6,3,2,1,6,1,1,5,5,1,1,-2,2,4,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,2,2,3,-2,-2,100,-2,-2,-2,-2,-2,-2
"2182",234401,7,6,5,6,6,5,1,3,2,3,6,4,5,2,4,7,2,2,6,2,7,3,6,2,7,2,2,6,6,5,2,-2,2,1,1,40,2,2,2,-2,1,1,-2,3,-2,5,0,0,0,0,0,0,100,0,0,0,-2,-2,-2,-2,-2,6000,-2,-2,1,-2,-2,-2,-2,2
"2183",234402,5,7,4,3,6,7,1,6,2,2,6,3,6,6,6,7,3,3,6,3,5,2,6,1,4,1,2,6,6,5,4,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"2184",234403,6,6,2,2,2,5,2,6,3,2,7,3,6,3,5,7,1,1,4,2,4,5,2,2,6,2,2,6,5,4,2,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,2,2,3,-2,-2,-2,-2,-2,-1,-2,-2,-2
"2185",234404,6,6,4,3,2,6,3,4,2,2,7,4,6,2,5,6,1,2,6,2,5,2,5,2,5,2,2,6,4,2,2,-2,2,3,1,-2,2,1,2,-2,5,1,-2,3,6,5,40,60,0,0,0,10,0,10,50,70,-2,-2,-2,-2,-2,-2,-2,-2,-2,650,-2,-2,-2,1
"2186",234601,6,6,5,6,6,6,2,6,5,4,6,3,6,5,4,6,5,4,6,2,6,2,4,3,6,3,2,6,2,6,4,-2,2,1,1,-2,2,2,2,-2,4,4,-2,3,-2,5,30,50,20,0,20,40,20,20,80,60,-2,-2,-2,-2,-2,5750,-2,-2,1,-2,-2,-2,-2,1
"2187",234602,6,6,2,6,3,5,1,6,7,2,6,3,6,7,6,6,2,2,5,1,6,3,6,2,6,3,1,3,3,6,1,-2,2,2,4,2,2,3,2,-2,5,1,-2,3,-2,-2,20,0,80,90,10,10,0,0,60,0,-2,-2,-2,-2,-2,-2,2000,-2,-2,-2,-2,-2,-2,3
"2188",235001,6,5,5,6,7,6,2,5,4,4,6,6,6,5,4,6,3,2,4,3,5,4,5,6,5,2,2,6,3,6,2,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2189",235004,5,4,3,4,4,6,4,4,3,3,5,5,4,3,3,6,4,2,6,2,6,4,4,4,5,3,4,5,3,5,3,-2,2,1,1,32,2,3,2,-2,3,4,-2,3,-2,-2,10,10,0,0,10,0,0,0,10,10,-2,-2,-2,-2,-2,-2,1750,-2,-2,-2,-2,-2,-2,3
"2190",236201,-1,-1,3,7,7,1,1,4,7,4,1,1,7,3,1,7,7,-1,7,6,1,-1,7,1,1,1,7,7,4,4,1,-2,2,4,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2191",236302,2,5,2,5,7,3,2,3,3,4,3,5,4,5,4,7,6,5,6,5,5,4,5,5,4,4,5,5,5,6,4,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
